Date,Open,High,Low,Close,Adj Close,Volume
2013-11-06,50.259998,50.450001,48.709999,49.119999,49.119999,67889000
2013-11-07,49.240002,49.869999,47.299999,47.560001,47.560001,97128000
2013-11-08,47.810001,48.650002,47.250000,47.529999,47.529999,70731000
2013-11-11,47.040001,47.529999,45.730000,46.200001,46.200001,80910000
2013-11-12,46.000000,47.369999,45.830002,46.610001,46.610001,68196000
2013-11-13,46.230000,48.740002,46.060001,48.709999,48.709999,79245000
2013-11-14,48.700001,49.570000,48.029999,48.990002,48.990002,75117000
2013-11-15,49.110001,49.480000,48.709999,49.009998,49.009998,42453000
2013-11-18,48.470001,48.840000,45.799999,45.830002,45.830002,85910000
2013-11-19,46.259998,47.000000,45.720001,46.360001,46.360001,75602000
2013-11-20,46.610001,47.549999,46.310001,46.430000,46.430000,53933000
2013-11-21,46.990002,47.459999,46.689999,46.700001,46.700001,34886000
2013-11-22,47.040001,47.270000,45.959999,46.230000,46.230000,40545000
2013-11-25,46.360001,46.650002,44.040001,44.820000,44.820000,82565000
2013-11-26,44.660000,46.169998,43.549999,45.889999,45.889999,82016000
2013-11-27,45.970001,46.669998,45.529999,46.490002,46.490002,44993000
2013-11-29,46.750000,47.209999,46.500000,47.009998,47.009998,22953900
2013-12-02,46.900002,47.540001,46.259998,47.060001,47.060001,50774000
2013-12-03,46.750000,47.200001,46.290001,46.730000,46.730000,32086000
2013-12-04,46.459999,48.770000,46.259998,48.619999,48.619999,60890000
2013-12-05,48.150002,48.700001,47.869999,48.340000,48.340000,43855000
2013-12-06,48.980000,49.389999,47.709999,47.939999,47.939999,42938000
2013-12-09,48.090000,48.970001,47.740002,48.840000,48.840000,36056000
2013-12-10,48.639999,50.770000,48.540001,50.250000,50.250000,68479000
2013-12-11,50.549999,50.770000,49.009998,49.380001,49.380001,65776000
2013-12-12,51.049999,52.070000,50.660000,51.830002,51.830002,92723000
2013-12-13,51.660000,53.500000,51.340000,53.320000,53.320000,82641000
2013-12-16,53.250000,54.500000,52.910000,53.810001,53.810001,85119000
2013-12-17,54.759998,55.180000,54.240002,54.860001,54.860001,78751000
2013-12-18,54.860001,55.889999,53.750000,55.570000,55.570000,76003000
2013-12-19,54.330002,55.189999,53.950001,55.049999,55.049999,89753200
2013-12-20,54.930000,55.150002,54.230000,55.119999,55.119999,239824000
2013-12-23,55.500000,58.320000,55.450001,57.770000,57.770000,98297000
2013-12-24,58.270000,58.580002,56.910000,57.959999,57.959999,46617800
2013-12-26,58.320000,58.380001,57.369999,57.730000,57.730000,55101000
2013-12-27,57.480000,57.680000,55.250000,55.439999,55.439999,60466000
2013-12-30,54.930000,55.180000,53.430000,53.709999,53.709999,68307000
2013-12-31,54.119999,54.860001,53.910000,54.650002,54.650002,43076200
2014-01-02,54.830002,55.220001,54.189999,54.709999,54.709999,43195500
2014-01-03,55.020000,55.650002,54.529999,54.560001,54.560001,38246200
2014-01-06,54.419998,57.259998,54.049999,57.200001,57.200001,68852600
2014-01-07,57.700001,58.549999,57.220001,57.919998,57.919998,77207400
2014-01-08,57.599998,58.410000,57.230000,58.230000,58.230000,56682400
2014-01-09,58.650002,58.959999,56.650002,57.220001,57.220001,92253300
2014-01-10,57.130001,58.299999,57.060001,57.939999,57.939999,42449500
2014-01-13,57.910000,58.250000,55.380001,55.910000,55.910000,63010900
2014-01-14,56.459999,57.779999,56.099998,57.740002,57.740002,37503600
2014-01-15,57.980000,58.570000,57.270000,57.599998,57.599998,33663400
2014-01-16,57.259998,58.020000,56.830002,57.189999,57.189999,34541800
2014-01-17,57.299999,57.820000,56.070000,56.299999,56.299999,40849200
2014-01-21,56.599998,58.580002,56.500000,58.509998,58.509998,48669200
2014-01-22,58.849998,59.310001,57.099998,57.509998,57.509998,61352900
2014-01-23,56.369999,56.680000,55.689999,56.630001,56.630001,47951800
2014-01-24,56.150002,56.419998,54.400002,54.450001,54.450001,55200700
2014-01-27,54.730000,54.939999,51.849998,53.549999,53.549999,73924100
2014-01-28,54.020000,55.279999,54.000000,55.139999,55.139999,48191200
2014-01-29,54.610001,54.950001,53.189999,53.529999,53.529999,92995600
2014-01-30,62.119999,62.500000,60.459999,61.080002,61.080002,150178900
2014-01-31,60.470001,63.369999,60.169998,62.570000,62.570000,87794600
2014-02-03,63.029999,63.770000,60.700001,61.480000,61.480000,74866600
2014-02-04,62.049999,63.139999,61.820000,62.750000,62.750000,45985500
2014-02-05,62.740002,63.160000,61.270000,62.189999,62.189999,51685100
2014-02-06,61.459999,62.779999,61.459999,62.160000,62.160000,42086500
2014-02-07,62.270000,64.570000,62.220001,64.320000,64.320000,60704300
2014-02-10,64.300003,64.489998,63.470001,63.549999,63.549999,43666100
2014-02-11,63.750000,65.000000,63.349998,64.849998,64.849998,45675600
2014-02-12,64.919998,65.059998,64.050003,64.449997,64.449997,47282100
2014-02-13,64.180000,67.330002,64.050003,67.330002,67.330002,61911700
2014-02-14,67.500000,67.580002,66.720001,67.089996,67.089996,36694900
2014-02-18,66.940002,67.540001,66.070000,67.300003,67.300003,43809900
2014-02-19,67.050003,69.080002,67.000000,68.059998,68.059998,62087100
2014-02-20,67.730003,70.110001,65.730003,69.629997,69.629997,130928900
2014-02-21,69.690002,69.959999,68.449997,68.589996,68.589996,70932400
2014-02-24,68.739998,71.440002,68.540001,70.779999,70.779999,76620300
2014-02-25,70.949997,71.000000,69.449997,69.849998,69.849998,52077000
2014-02-26,70.190002,71.220001,68.849998,69.260002,69.260002,55322700
2014-02-27,69.339996,70.010002,68.870003,68.940002,68.940002,41653700
2014-02-28,69.470001,69.879997,67.379997,68.459999,68.459999,66783700
2014-03-03,66.959999,68.050003,66.510002,67.410004,67.410004,56824100
2014-03-04,68.660004,68.900002,67.620003,68.800003,68.800003,42013500
2014-03-05,69.690002,71.970001,69.620003,71.570000,71.570000,74567700
2014-03-06,71.879997,71.889999,70.250000,70.839996,70.839996,46026500
2014-03-07,71.080002,71.180000,69.470001,69.800003,69.800003,38927000
2014-03-10,70.769997,72.150002,70.510002,72.029999,72.029999,59871600
2014-03-11,72.500000,72.589996,69.959999,70.099998,70.099998,59408300
2014-03-12,69.860001,71.349998,69.000000,70.879997,70.879997,46340500
2014-03-13,71.290001,71.349998,68.150002,68.830002,68.830002,57091000
2014-03-14,68.489998,69.430000,67.459999,67.720001,67.720001,48227000
2014-03-17,68.180000,68.949997,66.620003,68.739998,68.739998,52197000
2014-03-18,68.760002,69.599998,68.300003,69.190002,69.190002,40827000
2014-03-19,69.169998,69.290001,67.470001,68.239998,68.239998,43981000
2014-03-20,68.010002,68.230003,66.820000,66.970001,66.970001,44439000
2014-03-21,67.529999,67.919998,66.180000,67.239998,67.239998,59999900
2014-03-24,67.190002,67.360001,63.360001,64.099998,64.099998,85696000
2014-03-25,64.889999,66.190002,63.779999,64.889999,64.889999,68786000
2014-03-26,64.739998,64.949997,60.369999,60.389999,60.389999,97503900
2014-03-27,60.509998,61.900002,57.980000,60.970001,60.970001,112650000
2014-03-28,61.340000,61.950001,59.340000,60.009998,60.009998,67052000
2014-03-31,60.779999,61.520000,59.869999,60.240002,60.240002,53011000
2014-04-01,60.459999,62.660000,60.240002,62.619999,62.619999,59291000
2014-04-02,63.209999,63.910000,62.209999,62.720001,62.720001,66277000
2014-04-03,62.549999,63.169998,59.130001,59.490002,59.490002,83859000
2014-04-04,59.939999,60.200001,56.320000,56.750000,56.750000,125214400
2014-04-07,55.900002,58.000000,55.439999,56.950001,56.950001,108488000
2014-04-08,57.680000,58.709999,57.169998,58.189999,58.189999,78836000
2014-04-09,59.630001,62.459999,59.189999,62.410000,62.410000,100215000
2014-04-10,63.080002,63.180000,58.680000,59.160000,59.160000,114988000
2014-04-11,57.599998,60.310001,57.310001,58.529999,58.529999,91452000
2014-04-14,60.090000,60.450001,57.779999,58.889999,58.889999,72325000
2014-04-15,59.290001,59.680000,55.880001,59.090000,59.090000,108623000
2014-04-16,59.790001,60.189999,57.740002,59.720001,59.720001,78774000
2014-04-17,59.299999,60.580002,58.720001,58.939999,58.939999,88040000
2014-04-21,59.459999,61.240002,59.150002,61.240002,61.240002,60364000
2014-04-22,62.650002,63.439999,62.220001,63.029999,63.029999,60631000
2014-04-23,63.450001,63.480000,61.259998,61.360001,61.360001,95908700
2014-04-24,63.599998,63.650002,59.770000,60.869999,60.869999,138769000
2014-04-25,59.970001,60.009998,57.570000,57.709999,57.709999,92502000
2014-04-28,58.049999,58.310001,54.660000,56.139999,56.139999,107758000
2014-04-29,56.090000,58.279999,55.840000,58.150002,58.150002,75557000
2014-04-30,57.580002,59.849998,57.160000,59.779999,59.779999,76093000
2014-05-01,60.430000,62.279999,60.209999,61.150002,61.150002,82429000
2014-05-02,61.299999,61.889999,60.180000,60.459999,60.459999,54189000
2014-05-05,59.669998,61.349998,59.180000,61.220001,61.220001,46057000
2014-05-06,60.980000,61.150002,58.490002,58.529999,58.529999,55901000
2014-05-07,58.770000,59.299999,56.259998,57.389999,57.389999,78587000
2014-05-08,57.230000,58.820000,56.500000,56.759998,56.759998,61251000
2014-05-09,56.849998,57.650002,56.380001,57.240002,57.240002,52584000
2014-05-12,57.980000,59.900002,57.980000,59.830002,59.830002,48575000
2014-05-13,59.660000,60.889999,59.509998,59.830002,59.830002,48525000
2014-05-14,59.529999,60.450001,58.950001,59.230000,59.230000,47429000
2014-05-15,59.259998,59.380001,57.520000,57.919998,57.919998,56814000
2014-05-16,58.310001,58.450001,57.310001,58.020000,58.020000,47933000
2014-05-19,57.889999,59.560001,57.570000,59.209999,59.209999,43034000
2014-05-20,59.500000,60.189999,58.180000,58.560001,58.560001,53931000
2014-05-21,58.560001,60.500000,58.250000,60.490002,60.490002,58992000
2014-05-22,60.939999,61.480000,60.400002,60.520000,60.520000,54200000
2014-05-23,60.410000,61.450001,60.150002,61.349998,61.349998,38294000
2014-05-27,61.619999,63.509998,61.570000,63.480000,63.480000,55682000
2014-05-28,63.389999,64.139999,62.619999,63.509998,63.509998,47795000
2014-05-29,63.840000,64.300003,63.509998,63.830002,63.830002,42700000
2014-05-30,63.950001,64.169998,62.560001,63.299999,63.299999,45253500
2014-06-02,63.230000,63.590000,62.049999,63.080002,63.080002,35996000
2014-06-03,62.619999,63.419998,62.320000,62.869999,62.869999,32217000
2014-06-04,62.450001,63.590000,62.070000,63.340000,63.340000,36514000
2014-06-05,63.660000,64.360001,62.820000,63.189999,63.189999,47352000
2014-06-06,63.369999,63.480000,62.150002,62.500000,62.500000,42442000
2014-06-09,62.400002,63.340000,61.790001,62.880001,62.880001,37617000
2014-06-10,63.529999,65.820000,63.500000,65.769997,65.769997,69338000
2014-06-11,65.320000,65.800003,64.900002,65.779999,65.779999,44242000
2014-06-12,65.849998,66.470001,64.059998,64.290001,64.290001,55730000
2014-06-13,64.699997,64.970001,63.830002,64.500000,64.500000,29419000
2014-06-16,64.160004,64.879997,63.750000,64.190002,64.190002,31046000
2014-06-17,64.099998,64.879997,63.930000,64.400002,64.400002,27715000
2014-06-18,64.489998,65.750000,64.050003,65.599998,65.599998,35570000
2014-06-19,65.459999,65.580002,64.209999,64.339996,64.339996,34245000
2014-06-20,64.459999,64.809998,63.349998,64.500000,64.500000,46466000
2014-06-23,64.320000,65.660004,64.220001,65.370003,65.370003,34560000
2014-06-24,65.360001,67.169998,65.269997,65.720001,65.720001,57335000
2014-06-25,65.580002,67.480003,65.570000,67.440002,67.440002,44308000
2014-06-26,68.000000,68.000000,66.900002,67.129997,67.129997,47714000
2014-06-27,67.309998,67.699997,66.839996,67.599998,67.599998,46461000
2014-06-30,67.459999,67.919998,67.129997,67.290001,67.290001,27102800
2014-07-01,67.580002,68.440002,67.389999,68.059998,68.059998,33243000
2014-07-02,68.040001,68.300003,65.790001,66.449997,66.449997,41895000
2014-07-03,66.860001,67.000000,65.760002,66.290001,66.290001,25203200
2014-07-07,66.300003,66.570000,65.120003,65.290001,65.290001,28745000
2014-07-08,65.059998,65.559998,62.209999,62.759998,62.759998,68926000
2014-07-09,63.410000,65.120003,63.150002,64.970001,64.970001,51432000
2014-07-10,63.310001,65.339996,63.049999,64.870003,64.870003,44422000
2014-07-11,65.279999,66.589996,64.790001,66.339996,66.339996,39212000
2014-07-14,67.129997,68.169998,66.900002,67.900002,67.900002,38537000
2014-07-15,67.959999,68.089996,66.260002,67.169998,67.169998,44213200
2014-07-16,67.540001,67.940002,67.070000,67.660004,67.660004,29541600
2014-07-17,67.029999,67.849998,66.040001,66.410004,66.410004,38188000
2014-07-18,66.800003,68.459999,66.160004,68.419998,68.419998,42456000
2014-07-21,68.809998,69.959999,68.500000,69.400002,69.400002,49539000
2014-07-22,69.760002,69.769997,68.610001,69.269997,69.269997,40398000
2014-07-23,69.739998,71.330002,69.610001,71.290001,71.290001,78435000
2014-07-24,75.959999,76.739998,74.510002,74.980003,74.980003,124168000
2014-07-25,74.989998,75.669998,74.660004,75.190002,75.190002,45917000
2014-07-28,75.169998,75.500000,73.849998,74.919998,74.919998,41725000
2014-07-29,74.720001,74.919998,73.419998,73.709999,73.709999,41324000
2014-07-30,74.209999,75.190002,74.129997,74.680000,74.680000,36853000
2014-07-31,74.000000,74.169998,72.440002,72.650002,72.650002,43992000
2014-08-01,72.220001,73.220001,71.550003,72.360001,72.360001,43535000
2014-08-04,72.360001,73.879997,72.360001,73.510002,73.510002,30777000
2014-08-05,73.199997,73.589996,72.180000,72.690002,72.690002,34986000
2014-08-06,72.019997,73.720001,71.790001,72.470001,72.470001,30986000
2014-08-07,73.000000,74.000000,72.699997,73.169998,73.169998,38141000
2014-08-08,73.400002,73.430000,72.559998,73.059998,73.059998,27202000
2014-08-11,73.459999,73.910004,73.059998,73.440002,73.440002,24591000
2014-08-12,73.089996,73.330002,72.220001,72.830002,72.830002,27419000
2014-08-13,73.120003,74.250000,73.050003,73.769997,73.769997,29266000
2014-08-14,73.970001,74.379997,73.690002,74.300003,74.300003,22207000
2014-08-15,74.320000,74.650002,73.000000,73.629997,73.629997,38846600
2014-08-18,74.000000,74.720001,73.959999,74.589996,74.589996,23974000
2014-08-19,74.809998,75.580002,74.510002,75.290001,75.290001,26679000
2014-08-20,74.970001,75.180000,74.620003,74.809998,74.809998,22917000
2014-08-21,74.919998,75.190002,74.410004,74.570000,74.570000,20102000
2014-08-22,74.339996,74.730003,73.570000,74.570000,74.570000,20897000
2014-08-25,74.940002,75.279999,74.790001,75.019997,75.019997,19734000
2014-08-26,75.000000,75.989998,74.730003,75.959999,75.959999,23993000
2014-08-27,75.269997,75.489998,74.459999,74.629997,74.629997,36323000
2014-08-28,74.000000,74.430000,73.730003,73.860001,73.860001,21947000
2014-08-29,74.300003,74.820000,74.010002,74.820000,74.820000,26241000
2014-09-02,75.010002,76.699997,74.820000,76.680000,76.680000,34979000
2014-09-03,77.139999,77.480003,75.599998,75.830002,75.830002,32389000
2014-09-04,75.889999,76.930000,75.529999,75.949997,75.949997,26676000
2014-09-05,76.099998,77.379997,75.599998,77.260002,77.260002,29476000
2014-09-08,77.260002,78.169998,77.010002,77.889999,77.889999,28183000
2014-09-09,77.589996,78.169998,76.199997,76.669998,76.669998,28882000
2014-09-10,76.519997,77.949997,76.510002,77.430000,77.430000,29909000
2014-09-11,77.129997,78.360001,77.050003,77.919998,77.919998,32219000
